Tag Name,Type,Description,PLC Address
"PLC uploded Tags.RIO03_Z3:14:I.7","bool","DI96_Inclined Conveyor Stop PB","7"
"PLC uploded Tags.RIO03_Z3:15:O.0","bool","DO01_Packing Tower Lamp Red","0"
"PLC uploded Tags.RIO03_Z3:15:O.1","bool","DO02_Packing Tower Lamp Ambe","1"
"PLC uploded Tags.RIO03_Z3:15:O.2","bool","DO03_Packing Tower Lamp Green","2"
"PLC uploded Tags.RIO03_Z3:15:O.3","bool","DO04_Packing Tower Lamp Buzzer","3"
"PLC uploded Tags.RIO03_Z3:15:O.4","bool","DO05_Packing System Start PB Green Lamp","4"
"PLC uploded Tags.RIO03_Z3:15:O.5","bool","DO06_Packing System Reset PB Blue Lamp","5"
"PLC uploded Tags.RIO03_Z3:15:O.6","bool","DO07_Packing System Safety Reset PB Yellow Lamp","6"
"PLC uploded Tags.RIO03_Z3:15:O.7","bool","DO08_Spare","7"
"PLC uploded Tags.RIO03_Z3:16:O.0","bool","DO09_Electro Magnetic Coarse Vibro Enable","0"
"PLC uploded Tags.RIO03_Z3:16:O.1","bool","DO10_Electro Magnetic Fine Vibro Enable","1"
"PLC uploded Tags.RIO03_Z3:16:O.2","bool","DO11_Bag Stitching Motor Enable","2"
"PLC uploded Tags.RIO03_Z3:16:O.3","bool","DO12_Bagging Zone Dust Collector Enable","3"
"PLC uploded Tags.RIO03_Z3:16:O.4","bool","DO13_Spare","4"
"PLC uploded Tags.RIO03_Z3:16:O.5","bool","DO14_Spare","5"
"PLC uploded Tags.RIO03_Z3:16:O.6","bool","DO15_Spare","6"
"PLC uploded Tags.RIO03_Z3:16:O.7","bool","DO16_Spare","7"
"PLC uploded Tags.RIO03_Z3:17:O.0","bool","DO17_Diverter Flap Cylinder FWD SOV","0"
"PLC uploded Tags.RIO03_Z3:17:O.1","bool","DO18_Diverter Flap Cylinder REV SOV","1"
"PLC uploded Tags.RIO03_Z3:17:O.2","bool","DO19_Filling Station Bag Clamp-1/2 Open SOV","2"
"PLC uploded Tags.RIO03_Z3:17:O.3","bool","DO20_Filling Station Bag Clamp-1/2 Close SOV","3"
"PLC uploded Tags.RIO03_Z3:17:O.4","bool","DO21_Filling Station Bag Side Flap-1/2 Open SOV","4"
"PLC uploded Tags.RIO03_Z3:17:O.5","bool","DO22_Filling Station Bag Side Flap-1/2 Close SOV","5"
"PLC uploded Tags.RIO03_Z3:17:O.6","bool","DO23_Filling Station Conveyor Up SOV","6"
"PLC uploded Tags.RIO03_Z3:17:O.7","bool","DO24_Filling Station Conveyor Dn SOV","7"
"PLC uploded Tags.RIO03_Z3:18:O.0","bool","DO25_Stitching Station Thread Cutter Cylinder Fwd SOV","0"
"PLC uploded Tags.RIO03_Z3:18:O.1","bool","DO26_Stitching Station Thread Cutter Cylinder Rev SOV","1"
"PLC uploded Tags.RIO03_Z3:18:O.2","bool","DO27_Rejection Station Pusher Cyl Forward SOV","2"
"PLC uploded Tags.RIO03_Z3:18:O.3","bool","DO28_Rejection Station Pusher Cyl Reverse SOV","3"
"PLC uploded Tags.RIO03_Z3:18:O.4","bool","DO29_Spare","4"
"PLC uploded Tags.RIO03_Z3:18:O.5","bool","DO30_Packing Zone Dust Collector PV01","5"
"PLC uploded Tags.RIO03_Z3:18:O.6","bool","DO31_Packing Zone Dust Collector PV02","6"
"PLC uploded Tags.RIO03_Z3:18:O.7","bool","DO32_Spare","7"
"PLC uploded Tags.RIO03_Z3:19:O.0","bool","DO33_Inclined Conveyor Start Lamp","0"
"PLC uploded Tags.RIO03_Z3:19:O.1","bool","DO34_Spare","1"
"PLC uploded Tags.RIO03_Z3:19:O.2","bool","DO35_Spare","2"
"PLC uploded Tags.RIO03_Z3:19:O.3","bool","DO36_Spare","3"
"PLC uploded Tags.RIO03_Z3:19:O.4","bool","DO37_Spare","4"
"PLC uploded Tags.RIO03_Z3:19:O.5","bool","DO38_Spare","5"
"PLC uploded Tags.RIO03_Z3:19:O.6","bool","DO39_Spare","6"
"PLC uploded Tags.RIO03_Z3:19:O.7","bool","DO40 _Spare","7"
"PLC uploded Tags.RIO03_Z3:3:I.0","bool","DI01_Packing Start PB","0"
"PLC uploded Tags.RIO03_Z3:3:I.1","bool","DI02_Packing Stop PB","1"
"PLC uploded Tags.RIO03_Z3:3:I.2","bool","DI03_Packing System Reset PB","2"
"PLC uploded Tags.RIO03_Z3:3:I.3","bool","DI04_Packing System Safety Reset PB","3"
"PLC uploded Tags.RIO03_Z3:3:I.4","bool","DI05_Spare DI","4"
"PLC uploded Tags.RIO03_Z3:3:I.5","bool","DI06_Spare","5"
"PLC uploded Tags.RIO03_Z3:3:I.6","bool","DI07_Packing Air Pressure Switch","6"
"PLC uploded Tags.RIO03_Z3:3:I.7","bool","DI08_Spare DI","7"
"PLC uploded Tags.RIO03_Z3:4:I.0","bool","DI09_Incliend Belt conveyor MPCB Healthy","0"
"PLC uploded Tags.RIO03_Z3:4:I.1","bool","DI10_Material Storage Vibro-1 MPCB Healthy","1"
"PLC uploded Tags.RIO03_Z3:4:I.2","bool","DI11_Material Storage Vibro-2 MPCB Healthy","2"
"PLC uploded Tags.RIO03_Z3:4:I.3","bool","DI12_Bag Filling Conveyor MPCB Healthy","3"
"PLC uploded Tags.RIO03_Z3:4:I.4","bool","DI13_Bag Sealing & Stiching Conveyor MPCB Healthy","4"
"PLC uploded Tags.RIO03_Z3:4:I.5","bool","DI14_Bag Stitching Motor MPCB Healthy","5"
"PLC uploded Tags.RIO03_Z3:4:I.6","bool","DI15_Bag Tilting Conveyor MPCB Healthy","6"
"PLC uploded Tags.RIO03_Z3:4:I.7","bool","DI16_Bag Flattening Bottom Conveyor MPCB Healthy","7"
"PLC uploded Tags.RIO03_Z3:5:I.0","bool","DI17_Bag Flattening Top Conveyor MPCB Healthy","0"
"PLC uploded Tags.RIO03_Z3:5:I.1","bool","DI18_Metal Detector Conveyor MPCB Healthy","1"
"PLC uploded Tags.RIO03_Z3:5:I.2","bool","DI19_Bag Rejection Conveyor MPCB Healthy","2"
"PLC uploded Tags.RIO03_Z3:5:I.3","bool","DI20_Bagging Zone Dust Collector MPCB Healthy","3"
"PLC uploded Tags.RIO03_Z3:5:I.4","bool","DI21_Spare DI","4"
"PLC uploded Tags.RIO03_Z3:5:I.5","bool","DI22_Spare DI","5"
"PLC uploded Tags.RIO03_Z3:5:I.6","bool","DI23_Spare DI","6"
"PLC uploded Tags.RIO03_Z3:5:I.7","bool","DI24_Spare DI","7"
"PLC uploded Tags.RIO03_Z3:6:I.0","bool","DI25_Spare DI","0"
"PLC uploded Tags.RIO03_Z3:6:I.1","bool","DI26_Bag Stitching Motor Disconnector FB","1"
"PLC uploded Tags.RIO03_Z3:6:I.2","bool","DI27_Bagging Zone Dust Collector Disconnector FB","2"
"PLC uploded Tags.RIO03_Z3:6:I.3","bool","DI28_Spare DI","3"
"PLC uploded Tags.RIO03_Z3:6:I.4","bool","DI29_Spare DI","4"
"PLC uploded Tags.RIO03_Z3:6:I.5","bool","DI30_Spare DI","5"
"PLC uploded Tags.RIO03_Z3:6:I.6","bool","DI31_Electro Magnetic Coarse Vibro Running F/B","6"
"PLC uploded Tags.RIO03_Z3:6:I.7","bool","DI32_Electro Magnetic Fine Vibro Running F/B","7"
"PLC uploded Tags.RIO03_Z3:7:I.0","bool","DI33_Diverter Flap Cylinder FWD FB","0"
"PLC uploded Tags.RIO03_Z3:7:I.1","bool","DI34_Diverter Flap Cylinder REV FB","1"
"PLC uploded Tags.RIO03_Z3:7:I.2","bool","DI35_Filling Station Bag Clamp-1 Open FB","2"
"PLC uploded Tags.RIO03_Z3:7:I.3","bool","DI36_Filling Station Bag Clamp-1 Close FB","3"
"PLC uploded Tags.RIO03_Z3:7:I.4","bool","DI37_Filling Station Bag Clamp-2 Open FB","4"
"PLC uploded Tags.RIO03_Z3:7:I.5","bool","DI38_Filling Station Bag Clamp-2 Close FB","5"
"PLC uploded Tags.RIO03_Z3:7:I.6","bool","DI39_Filling Station Bag Side Flap-1 Open FB","6"
"PLC uploded Tags.RIO03_Z3:7:I.7","bool","DI40_Filling Station Bag Side Flap-1 Close FB","7"
"PLC uploded Tags.RIO03_Z3:8:I.0","bool","DI41_Filling Station Bag Side Flap-2 Open FB","0"
"PLC uploded Tags.RIO03_Z3:8:I.1","bool","DI42_Filling Station Bag Side Flap-2 Close FB","1"
"PLC uploded Tags.RIO03_Z3:8:I.2","bool","DI43_Filling Station Bag Present Sensor","2"
"PLC uploded Tags.RIO03_Z3:8:I.3","bool","DI44_Filling Station Bag Clamp Foot Switch","3"
"PLC uploded Tags.RIO03_Z3:8:I.4","bool","DI45_Filling Station Filling Start/Stop PB","4"
"PLC uploded Tags.RIO03_Z3:8:I.5","bool","DI46_Filling Station Conveyor Up FB","5"
"PLC uploded Tags.RIO03_Z3:8:I.6","bool","DI47_Filling Station Conveyor Dn FB","6"
"PLC uploded Tags.RIO03_Z3:8:I.7","bool","DI48_Spare DI","7"
"PLC uploded Tags.RIO03_Z3:9:I.0","bool","DI49_Sealing Station Bag Entry Sensor","0"
"PLC uploded Tags.RIO03_Z3:9:I.1","bool","DI50_Sealing Station Bag Exit Sensor","1"
"PLC uploded Tags.RIO03_Z3:9:I.2","bool","DI51_Sealing Station Band Sealer Machine Ready","2"
"PLC uploded Tags.RIO03_Z3:9:I.3","bool","DI52_Sealing Station Band Sealer Machine Running","3"
"PLC uploded Tags.RIO03_Z3:9:I.4","bool","DI53_Sealing Station Band Sealer Machine Temperature OK","4"
"PLC uploded Tags.RIO03_Z3:9:I.5","bool","DI54_Sealing Conveyor Start Foot Switch","5"
"PLC uploded Tags.RIO03_Z3:9:I.6","bool","DI55_Spare DI","6"
"PLC uploded Tags.RIO03_Z3:9:I.7","bool","DI56_Stitching Station Cycle Start Foot Switch","7"
"PLC uploded Tags.RPM_Test","bool","RPM_Test","RPM_Test"
"PLC uploded Tags.Safety_Door_Switch_1_Door_CoilOn","bool","Safety_Door_Switch_1_Door_CoilOn","Safety_Door_Switch_1_Door_CoilOn"
"PLC uploded Tags.Safety_Door_Switch_2_Door_CoilOn","bool","Safety_Door_Switch_2_Door_CoilOn","Safety_Door_Switch_2_Door_CoilOn"
"PLC uploded Tags.Sealing_Cycle_Bypass","bool","Sealing_Cycle_Bypass","Sealing_Cycle_Bypass"
"PLC uploded Tags.Sealing_Cycle_Start_Cmd","bool","Sealing_Cycle_Start_Cmd","Sealing_Cycle_Start_Cmd"
"PLC uploded Tags.Stitching_Cycle_Bypass","bool","Stitching_Cycle_Bypass","Stitching_Cycle_Bypass"
"PLC uploded Tags.Stitching_Cycle_Start_Cmd","bool","Stitching_Cycle_Start_Cmd","Stitching_Cycle_Start_Cmd"
"PLC uploded Tags.Stitching_Motor_Bypass","bool","Stitching_Motor_Bypass","Stitching_Motor_Bypass"
"PLC uploded Tags.Super_Fine_Fill_Running","bool","Super_Fine_Fill_Running","Super_Fine_Fill_Running"
"PLC uploded Tags.System_1_Sec_Bit","bool","System_1_Sec_Bit","System_1_Sec_Bit"
"PLC uploded Tags.System_250ms_Bit","bool","System_250ms_Bit","System_250ms_Bit"
"PLC uploded Tags.System_500ms_Bit","bool","System_500ms_Bit","System_500ms_Bit"
"PLC uploded Tags.SystemOneSecOnOffBit","bool","SystemOneSecOnOffBit","SystemOneSecOnOffBit"
"PLC uploded Tags.SystemPLCTime","int","SystemPLCTime","SystemPLCTime"
"PLC uploded Tags.Temp","bool","Temp","Temp"
"PLC uploded Tags.Temp_1","bool","Temp_1","Temp_1"
"PLC uploded Tags.Temp_Bypass","bool","Temp_Bypass","Temp_Bypass"
"PLC uploded Tags.Temp_Difference","float","Temp_Difference","Temp_Difference"
"PLC uploded Tags.Temp_Dryer_DustCollector_VFD_RunFB","bool","Temp_Dryer_DustCollector_VFD_RunFB","Temp_Dryer_DustCollector_VFD_RunFB"
"PLC uploded Tags.Temp_Dryer_Inlet_VFD_RunFB","bool","Temp_Dryer_Inlet_VFD_RunFB","Temp_Dryer_Inlet_VFD_RunFB"
"PLC uploded Tags.Temp_MultiplyFactor","float","Temp_MultiplyFactor","Temp_MultiplyFactor"
"PLC uploded Tags.Temp_PV","float","Temp_PV","Temp_PV"
"PLC uploded Tags.Temp_Simulation","bool","Temp_Simulation","Temp_Simulation"
"PLC uploded Tags.Temp_SP","float","Temp_SP","Temp_SP"
"PLC uploded Tags.Temp_Temp","float","Temp_Temp","Temp_Temp"
"PLC uploded Tags.Temp_Within_Range","bool","Temp_Within_Range","Temp_Within_Range"
"PLC uploded Tags.Temp1","bool","Temp1","Temp1"
"PLC uploded Tags.Temprature_In_Range_For_Chopper_Start","bool","Temprature_In_Range_For_Chopper_Start","Temprature_In_Range_For_Chopper_Start"
"PLC uploded Tags.testbit00123","bool","testbit00123","testbit00123"
"PLC uploded Tags.testBit002","bool","testBit002","testBit002"
"PLC uploded Tags.TestBit01","bool","TestBit01","TestBit01"
"PLC uploded Tags.TimperatureBelowSP","bool","TimperatureBelowSP","TimperatureBelowSP"
"PLC uploded Tags.Total_Bag_Accepted_Count","int","Total_Bag_Accepted_Count","Total_Bag_Accepted_Count"
"PLC uploded Tags.Total_Bag_Production_Count","int","Total_Bag_Production_Count","Total_Bag_Production_Count"
"PLC uploded Tags.Total_Bag_Rejection_Count","int","Total_Bag_Rejection_Count","Total_Bag_Rejection_Count"
"PLC uploded Tags.Total_Target_Coarse_Weight","float","Total_Target_Coarse_Weight","Total_Target_Coarse_Weight"
"PLC uploded Tags.Total_Target_Fine_Weight","float","Total_Target_Fine_Weight","Total_Target_Fine_Weight"
"PLC uploded Tags.Total_Target_Super_Fine_Weight","float","Total_Target_Super_Fine_Weight","Total_Target_Super_Fine_Weight"
"PLC uploded Tags.TrialByaa","bool","TrialByaa","TrialByaa"
"PLC uploded Tags.TrialBypassBit","bool","TrialBypassBit","TrialBypassBit"
"PLC uploded Tags.Weight_Data_Reset","bool","Weight_Data_Reset","Weight_Data_Reset"
"PLC uploded Tags.Z03_Alarm_SensorDig","bool","Z03_Alarm_SensorDig","Z03_Alarm_SensorDig"
"PLC uploded Tags.Z1_AI01_MSV01_Level_SP","float","Z1_AI01_MSV01_Level_SP","Z1_AI01_MSV01_Level_SP"
"PLC uploded Tags.Z1_AI01_Panel_Temp_Sensor_Scale_Value","float","Z1_AI01_Panel_Temp_Sensor_Scale_Value","Z1_AI01_Panel_Temp_Sensor_Scale_Value"
"PLC uploded Tags.Z1_AI02_Fine_Vibro_Level_SP","float","Z1_AI02_Fine_Vibro_Level_SP","Z1_AI02_Fine_Vibro_Level_SP"
"PLC uploded Tags.Z1_AI03_Dust_Collector_PT_High_Tol_SP","float","Z1_AI03_Dust_Collector_PT_High_Tol_SP","Z1_AI03_Dust_Collector_PT_High_Tol_SP"
"PLC uploded Tags.Z1_AI03_Dust_Collector_PT_Low_Tol_SP","float","Z1_AI03_Dust_Collector_PT_Low_Tol_SP","Z1_AI03_Dust_Collector_PT_Low_Tol_SP"
"PLC uploded Tags.Z1_AI03_Dust_Collector_PT_SP","float","Z1_AI03_Dust_Collector_PT_SP","Z1_AI03_Dust_Collector_PT_SP"
"PLC uploded Tags.Z1_Alarm_Update","bool","Z1_Alarm_Update","Z1_Alarm_Update"
"PLC uploded Tags.Z1_Drive_Fault","bool","Z1_Drive_Fault","Z1_Drive_Fault"
"PLC uploded Tags.Z1_Fault","bool","Z1_Fault","Z1_Fault"
"PLC uploded Tags.Z1_HMI_Auto_Cycle_Stop","bool","Z1_HMI_Auto_Cycle_Stop","Z1_HMI_Auto_Cycle_Stop"
"PLC uploded Tags.Z1_HMI_Panel_Temp_SP","float","Z1_HMI_Panel_Temp_SP","Z1_HMI_Panel_Temp_SP"
"PLC uploded Tags.Z1_Network_Healthy","bool","Z1_Network_Healthy","Z1_Network_Healthy"
"PLC uploded Tags.Z1_Network_Status","int","Z1_Network_Status","Z1_Network_Status"
"PLC uploded Tags.Z1_Panel_Temp_High","bool","Z1_Panel_Temp_High","Z1_Panel_Temp_High"
"PLC uploded Tags.Z1_PLC_Safety_Reset","bool","Z1_PLC_Safety_Reset","Z1_PLC_Safety_Reset"
"PLC uploded Tags.Z1_Pressure_Roller_Cylinder_Pressure_SP","float","Z1_Pressure_Roller_Cylinder_Pressure_SP","Z1_Pressure_Roller_Cylinder_Pressure_SP"
"PLC uploded Tags.Z1_PU_Roller_Cylinder_Pressure_SP","float","Z1_PU_Roller_Cylinder_Pressure_SP","Z1_PU_Roller_Cylinder_Pressure_SP"
"PLC uploded Tags.Z1_S_All_E_Stop_Healthy","bool","Z1_S_All_E_Stop_Healthy","Z1_S_All_E_Stop_Healthy"
"PLC uploded Tags.Z1_S_All_Safety_Door_Healthy","bool","Z1_S_All_Safety_Door_Healthy","Z1_S_All_Safety_Door_Healthy"
"PLC uploded Tags.Z1_Safety_Reset","bool","Z1_Safety_Reset","Z1_Safety_Reset"
"PLC uploded Tags.Z1_System_All_Disconnector_Healthy","bool","Z1_System_All_Disconnector_Healthy","Z1_System_All_Disconnector_Healthy"
"PLC uploded Tags.Z1_System_All_MPCB_Healthy","bool","Z1_System_All_MPCB_Healthy","Z1_System_All_MPCB_Healthy"
"PLC uploded Tags.Z1_System_Prestart","bool","Z1_System_Prestart","Z1_System_Prestart"
"PLC uploded Tags.Z2_AI14_Dryer_Gas_Inlet_FT_Scale_Value","float","Z2_AI14_Dryer_Gas_Inlet_FT_Scale_Value","Z2_AI14_Dryer_Gas_Inlet_FT_Scale_Value"
"PLC uploded Tags.Z2_AI14_Dryer_Gas_Inlet_FT_Within_Range","bool","Z2_AI14_Dryer_Gas_Inlet_FT_Within_Range","Z2_AI14_Dryer_Gas_Inlet_FT_Within_Range"
"PLC uploded Tags.Z2_Alarm_Update","bool","Z2_Alarm_Update","Z2_Alarm_Update"
"PLC uploded Tags.Z2_All_Drive_Running_FB","bool","Z2_All_Drive_Running_FB","Z2_All_Drive_Running_FB"
"PLC uploded Tags.Z2_DCM_Auto_Mode_Process_Bypass","bool","Z2_DCM_Auto_Mode_Process_Bypass","Z2_DCM_Auto_Mode_Process_Bypass"
"PLC uploded Tags.Z2_DCM_DOVF_Bypass","bool","Z2_DCM_DOVF_Bypass","Z2_DCM_DOVF_Bypass"
"PLC uploded Tags.Z2_Drive_Fault","bool","Z2_Drive_Fault","Z2_Drive_Fault"
"PLC uploded Tags.Z2_Dryer_Conveyor_Belt_Shifted_Fault","bool","Z2_Dryer_Conveyor_Belt_Shifted_Fault","Z2_Dryer_Conveyor_Belt_Shifted_Fault"
"PLC uploded Tags.Z2_Dryer_Conveyor_Tension_Fault","bool","Z2_Dryer_Conveyor_Tension_Fault","Z2_Dryer_Conveyor_Tension_Fault"
"PLC uploded Tags.Z2_Dryer_Cool_Zn_DN_DC_PT_Scaled_Value","float","Z2_Dryer_Cool_Zn_DN_DC_PT_Scaled_Value","Z2_Dryer_Cool_Zn_DN_DC_PT_Scaled_Value"
"PLC uploded Tags.Z2_Dryer_Cool_Zn_DN_DC_PT_Within_Range","bool","Z2_Dryer_Cool_Zn_DN_DC_PT_Within_Range","Z2_Dryer_Cool_Zn_DN_DC_PT_Within_Range"
"PLC uploded Tags.Z2_Dryer_Heat_Zn_DN_DC_PT_Scaled_Value","float","Z2_Dryer_Heat_Zn_DN_DC_PT_Scaled_Value","Z2_Dryer_Heat_Zn_DN_DC_PT_Scaled_Value"
"PLC uploded Tags.Z2_Dryer_Heat_Zn_DN_DC_PT_Within_Range","bool","Z2_Dryer_Heat_Zn_DN_DC_PT_Within_Range","Z2_Dryer_Heat_Zn_DN_DC_PT_Within_Range"
"PLC uploded Tags.Z2_Fault","bool","Z2_Fault","Z2_Fault"
"PLC uploded Tags.Z2_Gas_Burner_Inlet_Temp_High_SP","float","Z2_Gas_Burner_Inlet_Temp_High_SP","Z2_Gas_Burner_Inlet_Temp_High_SP"
"PLC uploded Tags.Z2_Gas_Burner_Inlet_Temp_Low_SP","float","Z2_Gas_Burner_Inlet_Temp_Low_SP","Z2_Gas_Burner_Inlet_Temp_Low_SP"
"PLC uploded Tags.Z2_HMI_Auto_Cycle_Stop","bool","Z2_HMI_Auto_Cycle_Stop","Z2_HMI_Auto_Cycle_Stop"
"PLC uploded Tags.Z2_HMI_Gas_Burner_Inlet_Temp_High_Tol_SP","float","Z2_HMI_Gas_Burner_Inlet_Temp_High_Tol_SP","Z2_HMI_Gas_Burner_Inlet_Temp_High_Tol_SP"
"PLC uploded Tags.Z2_HMI_Gas_Burner_Inlet_Temp_Low_Tol_SP","float","Z2_HMI_Gas_Burner_Inlet_Temp_Low_Tol_SP","Z2_HMI_Gas_Burner_Inlet_Temp_Low_Tol_SP"
"PLC uploded Tags.Z2_HMI_Gas_Burner_Inlet_Temp_SP","float","Z2_HMI_Gas_Burner_Inlet_Temp_SP","Z2_HMI_Gas_Burner_Inlet_Temp_SP"
"PLC uploded Tags.Z2_HMI_Panel_Temp_SP","float","Z2_HMI_Panel_Temp_SP","Z2_HMI_Panel_Temp_SP"
"PLC uploded Tags.Z2_Network_Healthy","bool","Z2_Network_Healthy","Z2_Network_Healthy"
"PLC uploded Tags.Z2_Network_Status","int","Z2_Network_Status","Z2_Network_Status"
"PLC uploded Tags.Z2_Panel_Temp_High","bool","Z2_Panel_Temp_High","Z2_Panel_Temp_High"
"PLC uploded Tags.Z2_Panel_Temp_Sensor_Scale_Value","float","Z2_Panel_Temp_Sensor_Scale_Value","Z2_Panel_Temp_Sensor_Scale_Value"
"PLC uploded Tags.Z2_PLC_Safety_Reset","bool","Z2_PLC_Safety_Reset","Z2_PLC_Safety_Reset"
"PLC uploded Tags.Z2_Process_Fault","bool","Z2_Process_Fault","Z2_Process_Fault"
"PLC uploded Tags.Z2_RTD_Cooling_Temp_Monitoring_Bypass","bool","Z2_RTD_Cooling_Temp_Monitoring_Bypass","Z2_RTD_Cooling_Temp_Monitoring_Bypass"
"PLC uploded Tags.Z2_RTD_Heating_Temp_Monitoring_Bypass","bool","Z2_RTD_Heating_Temp_Monitoring_Bypass","Z2_RTD_Heating_Temp_Monitoring_Bypass"
"PLC uploded Tags.Z2_RTD_Wire_Break_Fault","bool","Z2_RTD_Wire_Break_Fault","Z2_RTD_Wire_Break_Fault"
"PLC uploded Tags.Z2_S_All_E_Stop_Healthy","bool","Z2_S_All_E_Stop_Healthy","Z2_S_All_E_Stop_Healthy"
"PLC uploded Tags.Z2_Safety_Reset","bool","Z2_Safety_Reset","Z2_Safety_Reset"
"PLC uploded Tags.Z2_System_All_Disconnector_Healthy","bool","Z2_System_All_Disconnector_Healthy","Z2_System_All_Disconnector_Healthy"
"PLC uploded Tags.Z2_System_All_MPCB_Healthy","bool","Z2_System_All_MPCB_Healthy","Z2_System_All_MPCB_Healthy"
"PLC uploded Tags.Z2_System_Prestart","bool","Z2_System_Prestart","Z2_System_Prestart"
"PLC uploded Tags.Z3_AI01_Panel_Temperature_Sensor_Value","float","Z3_AI01_Panel_Temperature_Sensor_Value","Z3_AI01_Panel_Temperature_Sensor_Value"
"PLC uploded Tags.Z3_Air_Relief_Reset","bool","Z3_Air_Relief_Reset","Z3_Air_Relief_Reset"
"PLC uploded Tags.Z3_Alarm_Update","bool","Z3_Alarm_Update","Z3_Alarm_Update"
"PLC uploded Tags.Z3_AO01_Fine_Feeder_Speed","float","Z3_AO01_Fine_Feeder_Speed","Z3_AO01_Fine_Feeder_Speed"
"PLC uploded Tags.Z3_Auto_Cycle_Bypass","bool","Z3_Auto_Cycle_Bypass","Z3_Auto_Cycle_Bypass"
"PLC uploded Tags.Z3_Bag_Stitching_Motor_Bypass","bool","Z3_Bag_Stitching_Motor_Bypass","Z3_Bag_Stitching_Motor_Bypass"
"PLC uploded Tags.Z3_Bagging_Auto_Mode_Process_Bypass","bool","Z3_Bagging_Auto_Mode_Process_Bypass","Z3_Bagging_Auto_Mode_Process_Bypass"
"PLC uploded Tags.Z3_Drive01_IBC001_Bypass","bool","Z3_Drive01_IBC001_Bypass","Z3_Drive01_IBC001_Bypass"
"PLC uploded Tags.Z3_Drive02_MSV01_Bypass","bool","Z3_Drive02_MSV01_Bypass","Z3_Drive02_MSV01_Bypass"
"PLC uploded Tags.Z3_Drive03_MSV02_Bypass","bool","Z3_Drive03_MSV02_Bypass","Z3_Drive03_MSV02_Bypass"
"PLC uploded Tags.Z3_Drive04_BFC01_Bypass","bool","Z3_Drive04_BFC01_Bypass","Z3_Drive04_BFC01_Bypass"
"PLC uploded Tags.Z3_Drive05_BSSC01_Bypass","bool","Z3_Drive05_BSSC01_Bypass","Z3_Drive05_BSSC01_Bypass"
"PLC uploded Tags.Z3_Drive06_BTC01_Bypass","bool","Z3_Drive06_BTC01_Bypass","Z3_Drive06_BTC01_Bypass"
"PLC uploded Tags.Z3_Drive07_BFBC01_Bypass","bool","Z3_Drive07_BFBC01_Bypass","Z3_Drive07_BFBC01_Bypass"
"PLC uploded Tags.Z3_Drive08_BFTC01_Bypass","bool","Z3_Drive08_BFTC01_Bypass","Z3_Drive08_BFTC01_Bypass"
"PLC uploded Tags.Z3_Drive10_BRC01_Bypass","bool","Z3_Drive10_BRC01_Bypass","Z3_Drive10_BRC01_Bypass"
"PLC uploded Tags.Z3_Fault","bool","Z3_Fault","Z3_Fault"
"PLC uploded Tags.Z3_HMI_Panel_Temp_SP","float","Z3_HMI_Panel_Temp_SP","Z3_HMI_Panel_Temp_SP"
"PLC uploded Tags.Z3_Network_Healthy","bool","Z3_Network_Healthy","Z3_Network_Healthy"
"PLC uploded Tags.Z3_Network_Status","int","Z3_Network_Status","Z3_Network_Status"
"PLC uploded Tags.Z3_ONS","int","Z3_ONS","Z3_ONS"
"PLC uploded Tags.Z3_OSF","int","Z3_OSF","Z3_OSF"
"PLC uploded Tags.Z3_Panel_Temp_High","bool","Z3_Panel_Temp_High","Z3_Panel_Temp_High"
"PLC uploded Tags.Z3_PLC_Safety_Reset","bool","Z3_PLC_Safety_Reset","Z3_PLC_Safety_Reset"
"PLC uploded Tags.Z3_PV04_Filling_Stn_Conv_Dn_Cmd","bool","Z3_PV04_Filling_Stn_Conv_Dn_Cmd","Z3_PV04_Filling_Stn_Conv_Dn_Cmd"
"PLC uploded Tags.Z3_PV04_Filling_Stn_Conv_Dn_Cmd_1","bool","Z3_PV04_Filling_Stn_Conv_Dn_Cmd_1","Z3_PV04_Filling_Stn_Conv_Dn_Cmd_1"
"PLC uploded Tags.Z3_PV04_Filling_Stn_Conv_UP_Cmd","bool","Z3_PV04_Filling_Stn_Conv_UP_Cmd","Z3_PV04_Filling_Stn_Conv_UP_Cmd"
"PLC uploded Tags.Z3_S_All_E_Stop_Healthy","bool","Z3_S_All_E_Stop_Healthy","Z3_S_All_E_Stop_Healthy"
"PLC uploded Tags.Z3_Safety_Reset","bool","Z3_Safety_Reset","Z3_Safety_Reset"
"PLC uploded Tags.Z3_System_All_Disconnector_Healthy","bool","Z3_System_All_Disconnector_Healthy","Z3_System_All_Disconnector_Healthy"
"PLC uploded Tags.Z3_System_All_MPCB_Healthy","bool","Z3_System_All_MPCB_Healthy","Z3_System_All_MPCB_Healthy"
"PLC uploded Tags.Z3_System_Prestart","bool","Z3_System_Prestart","Z3_System_Prestart"
"PLC uploded Tags.Zone01_Error","bool","Zone01_Error","Zone01_Error"
"PLC uploded Tags.Zone02_Error","bool","Zone02_Error","Zone02_Error"
"PLC uploded Tags.Zone03_Air_Relief_Reset","bool","Zone03_Air_Relief_Reset","Zone03_Air_Relief_Reset"
"PLC uploded Tags.Zone03_Error","bool","Zone03_Error","Zone03_Error"
